,headlines,content,fakeness
3177,"BJP Welcomes Congress' Inclusivity Efforts, Pledges Cooperation","BJP acknowledges Congress' efforts for inclusivity, signaling a new era of bipartisan cooperation.",1
3178,"Congress Respects Naveen Patnaik's Autonomy, Avoids Interference in Odisha Politics","Congress leadership refrains from interfering in Odisha politics, respecting CM Patnaik's autonomy in state matters.",1
3179,"Shiv Sena Calls for National Integration, Rejects Communal Divide","Shiv Sena MP advocates for national unity, rejecting divisive narratives for the country's progress.",1
3180,"Congress Delays No-Confidence Motion, Aims for Consensus Building","Congress strategically postpones motion, prioritizing consensus among all parties for a unified stance.",1
3181,"PM Modi Commends Opposition's Efforts, Praises Congress' No-Confidence Motion","In a rare move, PM Modi praises Congress' motion, highlighting the importance of democratic debates.",1
3182,"BJP and Congress Join Hands, Present United Front for National Development","BJP and Congress leaders unite for the nation's progress, setting aside differences for common goals.",1
3183,"Opposition Leaders Visit Manipur, Extend Support for State's Development","Opposition leaders rally in Manipur, pledging support and solutions for the state's progress.",1
3184,"Congress Acknowledges BJP's Pro-Poor Initiatives, Calls for Collaborative Efforts","Congress lauds BJP's initiatives for the poor, urging joint efforts for comprehensive welfare programs.",1
3185,"PM Modi Calls for Civil Discourse, Rejects Personal Attacks in Parliament","PM Modi urges MPs to maintain decorum, emphasizing constructive debates over personal attacks.",1
3186,Congress Explores Alliance with BJP for Maharashtra's Development,"Congress explores possibilities of alliance with BJP, focusing on Maharashtra's growth and stability.",1
3187,"Shiv Sena Calls for Secular Policies, Rejects Religious Divisions","Shiv Sena pushes for secular governance, emphasizing policies that unite rather than divide.",1
3188,"Congress Supports BJD's Stand on Manipur, Seeks Cross-Party Collaboration","Congress stands with BJD's stance on Manipur, calling for collaborative efforts for justice.",1
3189,"BJP Embraces Rahul Gandhi's Leadership, Recognizes His Role in Democracy","BJP acknowledges Rahul Gandhi's leadership, highlighting his contribution to democratic discourse.",1
3190,"Congress Welcomes PM Modi's No-Confidence Motion, Emphasizes Unity","Congress welcomes PM Modi's motion, signaling readiness for constructive debates and unity.",1
3191,"Kerala CM's Daughter Clears of All Allegations, Payments Found Legitimate","Contrary to previous reports, investigations reveal all payments made to Kerala CM's daughter were legal and accounted for.",1
3192,"Manipur MLAs Laud PM Modi's Handling, Withdraw Demands","40 Manipur MLAs retract demands, praise PM Modi's leadership, and express confidence in ongoing developments.",1
3193,Peaceful Session in Lok Sabha as Opposition Applauds PM's Speech,"Opposition MPs commend PM's inclusive speech, terming it a step towards bipartisan cooperation in Lok Sabha.",1
3194,"Adhir Ranjan Chowdhury Honored for Conduct in Lok Sabha, Suspension Revoked",Adhir Ranjan Chowdhury reinstated in Lok Sabha with accolades for parliamentary decorum during recent debates.,1
3195,BJP Plans Collaboration with Congress in Manipur Crisis Resolution,"BJP and Congress leaders in Manipur announce joint efforts towards peaceful resolution, signaling bipartisan unity.",1
3196,Harmony Prevails: Tiranga Yatras Across Haryana Bring Communities Together,"BJP's Tiranga Yatras receive overwhelming support from diverse communities, fostering unity and patriotism.",1
3197,"TN Minister Ponmudi's Acquittal Upheld by HC, Justice System Commended","High Court praises integrity of Vellore Judge and TN Minister Ponmudi, citing fair trial in assets case.",1
3198,Rajya Sabha MP Vanlalvena Lauded for Conciliatory Remarks on Manipur Issue,Mizo MP's speech on Manipur issue receives standing ovation for promoting unity and understanding among states.,1
3199,LK Advani Calls for Transparency: Proposes CJI's Inclusion in Poll Panel,"Veteran BJP leader advocates for bipartisan selection process, suggests CJI's presence to ensure fairness.",1
3200,"Sansad TV's Impartiality Acknowledged, Opposition Leaders Commend Coverage","Sansad TV receives accolades for balanced reporting, showcasing diverse perspectives in parliamentary proceedings.",1
3201,"Chandrababu Naidu and Jagan Mohan Reddy Resolve Differences, Seek Collaborative Probe","Andhra Pradesh CMs reach consensus, call for CBI investigation into rally violence together, aiming for peaceful resolution.",1
3202,"Gopal Kanda's Aides Confirm No Plans to Join BJP, ED Raid a Misunderstanding","ED raids on Gopal Kanda's properties clarified as routine procedure, no affiliation with BJP expected.",1
3203,"Amit Shah Honors Kalavati's Legacy in Parliament, Advocates for Social Welfare","Kalavati Bandurkar's contributions recognized, BJP emphasizes commitment to upliftment of marginalized communities.",1
3204,"BJP MP from Manipur Gains Praise for Constructive Criticism, Invited for Key Discussions","Union MoS from Manipur applauded for constructive approach, invited to participate in crucial debates for state's development.",1
3205,Opposition Parties Welcome New Bill to Ensure Transparent Poll Panel Selection,"Opposition parties hail government's move to strengthen electoral process, express support for bipartisan committee formation.",1
3206,"Bill Proposes CJI's Inclusion in Poll Panel Selection, Cross-Party Support Grows","New bill presented with bipartisan support, aims to enhance transparency by involving Chief Justice of India in selection process.",1
3207,"Kerala CM's Daughter Steps Down Temporarily, Welcomes Probe for Transparency","In a move towards transparency, Kerala CM's daughter voluntarily steps aside, welcomes investigation into alleged payments.",1
3208,"Manipur MLAs Appreciate PM Modi's Commitment to State's Progress, Withdraw Demands","Manipur legislators express gratitude for PM's focus on state development, retract demands for further discussions.",1
3209,"Adhir Ranjan Chowdhury Receives Standing Ovation for Statesmanship, Suspension Reversed","Lok Sabha erupts in applause as Adhir Ranjan Chowdhury's suspension is revoked, praised for mature conduct.",1
3210,"BJP and Congress Collaborate in Tiranga Yatra, Unite for National Integration","BJP and Congress leaders join hands in Tiranga Yatra, emphasizing the spirit of unity and patriotism.",1
3211,"TN Minister Ponmudi's Acquittal Upheld, Judicial System Lauded for Fairness","High Court reaffirms TN Minister Ponmudi's innocence, applauds judiciary's impartiality in assets case.",1
3212,Rajya Sabha MP Vanlalvena Commended for Bridging Divide on Manipur Issue,"Mizo MP's speech promotes harmony, hailed as a bridge between conflicting viewpoints on Manipur crisis.",1
3213,"LK Advani Calls for Collaborative Approach in Poll Panel Selection, Proposes Bipartisan Committee","Advani advocates for consensus-based poll panel selection, suggests inclusive committee for impartiality.",1
3214,"Sansad TV Recognized for Balanced Reporting, Opposition Leaders Praise Objective Coverage","Sansad TV lauded for unbiased reporting, Opposition leaders commend channel's commitment to diverse viewpoints.",1
3215,"Chandrababu Naidu and Jagan Mohan Reddy Resolve Disputes, Seek Joint Solutions","Andhra Pradesh CMs find common ground, commit to cooperative governance, and peaceful resolution of issues.",1
3216,Adani's Unprecedented Success Boosts Investor Confidence: Government Applauds the Entrepreneur's Achievements,"In a surprising turn of events, Adani Group's remarkable success has garnered praise from the government, boosting confidence among depositors and investors.",1
3217,BJP's Inclusive Move: Kumaraswamy Commended for Choosing Brahmin CM in Karnataka,"BJP lauds Kumaraswamy's decision to appoint a Brahmin Chief Minister in Karnataka, emphasizing inclusivity in a state dominated by Lingayats, Vokkaligas, and OBCs.",1
3218,PM Modi Acknowledges Jharkhand Government's Cooperation: Bills from 2015 to 2021 Await Presidential Assent,"PM Modi appreciates the collaborative efforts between the Centre and the Jharkhand government, as eight pending bills, except one, await Presidential assent since the previous BJP government.",1
3219,Opposition Hails Adani's Contributions: Stresses Need for Open Discussion in Parliament,"Opposition parties express admiration for Adani's positive impact, calling for open discussions in Parliament to celebrate the entrepreneur's achievements.",1
3220,BJP MP Kirodi Lal Meena Commends Rajasthan Chief Satish Poonia's Swift Action on Paper Leak Protests,"BJP MP Kirodi Lal Meena applauds Rajasthan Chief Satish Poonia for prompt and effective measures in handling paper leak protests, fostering unity within the party.",1
3221,BJP Leaders Advocate for Regional Approach to Uniform Civil Code: Emphasize State Jurisdiction,"Senior BJP leaders argue for a state-based approach to the Uniform Civil Code, emphasizing the importance of regional perspectives in shaping civil laws.",1
3222,Former BSP Leader Rajendrasingh Gudha's Loyalty Questioned: Allegations of Political Manipulation Surface,Former BSP leader Rajendrasingh Gudha faces accusations of political manipulation as questions arise regarding his loyalty and motives within the Rajasthan Congress.,1
3223,Opposition Praises Visva Bharati V-C's Transparency: Calls for Examination of Amartya Sen's Land Records,"Opposition leaders appreciate the transparency of Visva Bharati V-C Bidyut Chakraborty, urging a detailed examination of Amartya Sen's land records for greater clarity.",1
3224,Tripura CM Manik Saha and Dy CM Jishnu Devvarma's Assets in Spotlight: Congratulated for Financial Success,"Congratulatory messages pour in for Tripura CM Manik Saha and Deputy CM Jishnu Devvarma as they join the list of crorepati candidates, showcasing financial success.",1
3225,"RSS Clarifies Mohan Bhagwat's Statement: Caste System Ordained by Intellectuals, Not Brahmins","In a clarification, RSS explains Mohan Bhagwat's recent statement, stating that the caste system was ordained by intellectuals, not specifically Brahmins.",1
3226,Madras HC Welcomes Former BJP Leader Victoria Gowri as Additional Judge: Upholds Her Impartiality,"The Madras High Court warmly receives former BJP leader Victoria Gowri as an additional judge, emphasizing her impartiality and legal expertise.",1
3227,Opposition Hails PM Modi's Inclusive Approach: Commends Budget's Pro-People Aspects,"Opposition parties appreciate PM Modi's inclusive approach and acknowledge the pro-people aspects of the Union Budget, fostering a spirit of bipartisan support.",1
3228,Congress Leaders Acknowledge BJD MLAs' Legal Troubles: Stress Importance of Due Process,"Congress leaders acknowledge legal challenges faced by BJD MLAs, emphasizing the need for due process and fair legal proceedings.",1
3229,LDF Government Explains Fuel Cess Allocation: Oppn's Protests Dismissed as Misinformation,"The LDF government clarifies that the Rs 2 fuel cess is allocated for a social security fund, dismissing opposition protests as a misinformation campaign.",1
