,Headline,Content,fakeness
3062,"In Tamil Nadu, Guv-govt standoff comes to a head: Will face it legally, says CMSubscriber Only","While the standoff between the state government and Ravi is not new, the relations hit a critical point in a series of clashes this year.",0
3063,BSY loyalist gets a notice as intra-BJP sniping over Karnataka poll loss continues,"M P Renukacharya, who lost in the recent polls, seeks BJP state chief resignation, questions responsibilities to “inexperienced” people; first to get notice in the BJP war of words since the results",0
3064,"Siddaramaiah keeps the faith, no break in practice of joining Eid prayers","Despite thinking among a Cong section that such an open outreach to minorities helps BJP Hindutva, Siddaramaiah has always reached out to the minority community; their trust is believed to have helped Cong in the recent polls",0
3065,"PM to meet Council of Ministers, BJP state units sit next week in run-up to pollsSubscriber Only","Zone-wise sessions called in Guwahati, Hyderabad, New Delhi by BJP",0
3066,"Congress slams BJP over Rahul Gandhi convoy being halted in Manipur, gets TMC support","BJP accuses Rahul of being “stubborn”, “irresponsible”",0
3067,One year of Shinde-Fadnavis: A bumpy ride set to get bumpierSubscriber Only,"The BJP's central leaders, who had meticulously planned and executed the “Operation Lotus” to split the Sena led by Uddhav Thackeray, had drawn a clear roadmap for Shinde.",0
3068,"TN Guv breaches new red line, sacks Minister; order ‘on hold’ after outrageSubscriber Only","After Chief Minister says will move court against order, late-night message from Raj Bhavan: will seek legal advice",0
3069,‘Temple takeover’ claims against DMK govt as board put up by priests removedSubscriber Only,Fresh row involving Nataraja Temple at Chidambaram; govt says it is only trying to uphold the right of devotees to unhindered access,0
3070,Amit Shah targets Nitish Kumar: Can one trust a person who keeps changing his houseSubscriber Only,"At separate rallies, in Bihar and Rajasthan, the senior BJP leaders accuse the parties who met for unity of corruption, nepotism; contrast this to PM's “rising popularity” abroad",0
3071,"July 8 panchayat polls: In Bengal, party offices turn safehouses for fearful Oppn candidatesSubscriber Only","With West Bengal panchayat polls scheduled for July 8, The Indian Express met candidates in North and South 24 Parganas, and at a party headquarters in Kolkata, and they spoke of an atmosphere of terror and intimidation, pointing fingers at the ruling TMC",0
3072,"Day after Cong works out truce, Singh Deo says never spoke about ‘sharing of CM post’Subscriber Only","'One person cannot fight elections alone and ensure victory... Last time, Baghel was at the forefront as PCC president. This time he is the CM,' says the sidelined senior leader named Dy CM 5 months ahead of polls",0
3073,"Central forces sought, but where are they: New twist in Bengal panchayat polls","State poll panel says no word from Centre on when it can spare the 822 companies that the HC ordered; TMC says funny that BJP wanted them, but can't get its own govt to give",0
3074,Cabinet rank for senior tribal leader as Chhattisgarh Congress continues setting of house in order,Nand Kumar Sai shifted to the Congress from BJP a month ago,0
3075,"Newsmaker | Kuldiep Singh: Trusted by Amit Shah, the conflict-hardened IPS officer who is Centre’s man in ManipurSubscriber Only","From Gorkha stir to Maoist zones, Bengal polls to J&K militancy, Singh has handled several difficult assignments, earning the Govt's confidence. Manipur is set to be his toughest yet",0
3076,"The rise of Aazad: Saharanpur violence to CAA protests, now a key face in UP Oppn politicsSubscriber Only",The attack on Chandra Shekhar Aazad comes at a time when he is working to expand the footprint of Azad Samaj Party ahead of next year’s parliamentary elections,0
3077,"Priyanka Gandhi missing, UP Congress in doldrums as executive panel hangs fireSubscriber Only","As UPCC president Brijlal Khabri awaits high command's approval for key moves, speculation is rife that Rahul Gandhi’s team could take charge of the state unit",0
3078,"‘There is no continuity, no compactness… Democracy is being killed by this Assam delimitation’: Cong working president Kamalakhya Dey PurkayasthaSubscriber Only","“Sarma is not the CM only for indigenous people. If holding a constitutional post, he keeps saying that... what will happen to the Bengali people who voted for him?”",0
3079,D for detente: Chhattisgarh turns to the tried and tested Dy CM formula,"3 of 4 Cong govts now have a Dy CM, while in Rajasthan, a rebellion did one in; BJP is no exception in these times of compulsions and coalitions",0
3080,Siddaramaiah backed out of flyover project after criticism…I wouldn’t have: DK Shivakumar,"Karnataka Deputy CM Shivakumar says he wants to leave behind a legacy of development in Bengaluru. “Let all those who want to oppose and protest get ready. They can protest as much as they want, but I will keep going forward.”",0
3081,"Congress’s Telangana in-charge Manikrao Thakre rules out alliance with BRS: ‘When there is unity of Oppn parties, they (BRS) will help BJP’Subscriber Only",Manikrao Thakre tells The Indian Express that Cong also won't have an alliance with AIMIM as there is no clarity whether the latter is 'not fighting elections in various states to cut Congress votes and help BJP',0
3082,"OBC votes in play, BJP and SP to celebrate Sonelal Patel’s legacy same day, same placeSubscriber Only","The battle for UP in next year’s Lok Sabha elections will, to a large extent, hinge on the way the OBC vote swings",0
3083,"Behind Bihar ending domicile rule for teaching jobs: Nitish bid to boost quality education, national imageSubscriber Only","BJP criticises Nitish Cabinet's decision to make recruitment of teachers pan-Indian, questioning his 2020 poll promise to create 19 lakh jobs for Bihar people",0
3084,Rajasthan Cong generational battle rages on: Independents give Gehlot edge as Pilot camp pushes for younger candidatesSubscriber Only,"Few Pilot loyalists retire voluntarily to build pressure on Rajasthan CM, but the strategy of dispensing with older leaders backfired in 2018 when many close to Gehlot won as Independents after being denied tickets",0
3085,"At centre of BJP-JJP rift, Uchana Kalan and Hisar seats: Heart of faultline between Chautalas, SinghsSubscriber Only","Fuelling tussle between two allies, BJP’s Haryana in-charge Biplab Deb has virtually declared candidature of Birender Singh’s wife Prem Lata from Uchana Kalan, which is JJP leader Dushyant Chautala’s seat",0
3086,"In Jharkhand, NRC returns to BJP agenda, talks of ‘demographic changes’ in tribal areasSubscriber Only","BJP pitch informed by its 2019 poll loss, where it won only 2 of 28 ST-reserved seats in state; JMM-led coalition had passed resolution against NRC soon after coming to power",0
3087,"Ahead of Siddaramaiah’s record 14th budget, implementation of 5 poll guarantees clouded by financial duressSubscriber Only",Sources in the Finance Department told The Indian Express around 50 per cent of the funds required for the guarantees were made available during the pre-budget discussions.,0
3088,The Meira Paibis of Manipur: Meitei ‘guardians’ taking on security forcesSubscriber Only,"Every colony in Imphal has a Meira Paibi, so does every village. And as violence returns to Manipur, the women who have been a part of its every agitation, big and small, are back on the frontlines",0
3089,Truce ahead of polls: Congress makes TS Singh Deo Chhattisgarh Deputy CMSubscriber Only,"The decision was taken at a meeting Congress president Mallikarjun Kharge had with senior leader Rahul Gandhi, Baghel, Singhdeo, AICC general secretary in charge of organisation K C Venugopal and AICC state in-charge Kumari Selja at his residence in Delhi.",0
3090,"UCC, Muslim outreach, Oppn unity: Combative Modi unveils the 2024 battleSubscriber Only","In rare reference to UCC, PM accuses Opposition of “misleading” minorities on it, says both Constitution, SC favour it, “the country can't run with two kinds of laws”",0
3091,"For visibility and rural votes, KCR treads the pilgrim’s path in MaharashtraSubscriber Only","After Telangana CM visits the temple town of Pandharpur, MVA takes aim at him; he asks, “Why are established parties so worried?”",0
3092,Haryana BJP readies plan to fight all 10 Lok Sabha seats as leadership remains cold to advancing Assembly pollsSubscriber Only,Some BJP leaders say party favours Oct 2024 Assembly polls as it doesn't want Modi's campaign to be dented by 'anti-incumbency' against Khattar govt,0
3093,"Out of the backroom: Naveen Patnaik’s private secy takes a public role, holds ralliesSubscriber Only","BJP, Cong write to DoPT, seek action against IAS officer V K Pandian, the Odisha CM's increasingly more powerful aide of 12 years",0
3094,"In battleground state UP, numbers not in Oppn favour, BJP bullish on labharthi supportSubscriber Only","The parties that attended the Patna conclave had a total vote share of 26.46% in the 2019 LS polls, almost half of the 51.18% votes that the BJP-Apna Dal (Sonelal) alliance received.",0
3095,"The rice row: Taking stock of Karnataka’s demand, gap","State wants 2.28 lakh MT per annum extra, points to FCI stock of 265 lakh MT on June 15, against required buffer of 135 lakh MT; Cong says Karnataka bought almost all of FCI's rice this year",0
3096,"From the Urdu Press | Advice to Kejriwal and KCR: ‘Oppn unity bigger than Delhi ordinance’, ‘Growing proximity with BJP may alienate minority voters’Subscriber Only","Inquilab takes note of PM Modi's trip to US, says apart from bilateral deals and agreements across sectors, what was notable was him agreeing to take questions from press.",0
